EscCo.51892_1-116	0.000000	0.252850	0.264953	0.260900	0.008672	0.002882	0.260900	0.000000	0.260900	0.214441
SalEn.11078_1-116_NEs	0.252850	0.000000	0.008655	0.005761	0.248944	0.256867	0.005761	0.252850	0.005761	0.192474
SalEn.50952_1-116_NEs	0.264953	0.008655	0.000000	0.002876	0.260671	0.269018	0.002876	0.264953	0.002876	0.196157
SalEn.2_MW19081_1-116_NEs	0.260900	0.005761	0.002876	0.000000	0.256744	0.264948	0.000000	0.260900	0.000000	0.192471
EscCo.3_1925_1-119_NEs	0.008672	0.248944	0.260671	0.256744	0.000000	0.005772	0.256744	0.008672	0.256744	0.208136
EscCo.4_01989_1-116_NEs	0.002882	0.256867	0.269018	0.264948	0.005772	0.000000	0.264948	0.002882	0.264948	0.210691
SalEn.4_19081_1-116_NEs	0.260900	0.005761	0.002876	0.000000	0.256744	0.264948	0.000000	0.260900	0.000000	0.192471
EscCo.1_02082_1-116_NEs	0.000000	0.252850	0.264953	0.260900	0.008672	0.002882	0.260900	0.000000	0.260900	0.214441
SalEn.3_1860_1-116_NEs	0.260900	0.005761	0.002876	0.000000	0.256744	0.264948	0.000000	0.260900	0.000000	0.192471
CitRo.1_19451_1-119_NEs	0.214441	0.192474	0.196157	0.192471	0.208136	0.210691	0.192471	0.214441	0.192471	0.000000
